symptoms,label
"counting,cleaning,compulsion,repetitive",OCD
"organizing,repetitive,compulsion,cleaning",OCD
"worry,overthinking,restless,fear,avoidance",Anxiety
"sensitive to sound,focus on details,delayed speech,monotone,social skills",Autism
"doubt,cleaning,compulsion,repetitive",OCD
"panic,avoidance,fear,worry",Anxiety
"routine,monotone",Autism
"doubt,intrusive thoughts,counting",OCD
"doubt,counting",OCD
"trembling,irritability,sweating,worry,nervous",Anxiety
"eye contact,routine,sensitive to sound,delayed speech",Autism
"panic,restless,nervous,sweating",Anxiety
"overthinking,avoidance",Anxiety
"routine,monotone,eye contact",Autism
"panic,overthinking,trembling",Anxiety
"panic,sweating",Anxiety
"overthinking,trembling,irritability,nervous,sweating",Anxiety
"social skills,routine,literal",Autism
"counting,cleaning",OCD
"monotone,no facial expression,delayed speech",Autism
"checking,intrusive thoughts,counting,organizing",OCD
"social skills,focus on details",Autism
"intrusive thoughts,perfectionism,cleaning,counting",OCD
"checking,cleaning,intrusive thoughts,repetitive",OCD
"irritability,fear,trembling",Anxiety
"eye contact,sensitive to sound,delayed speech,repetitive behavior",Autism
"avoidance,irritability",Anxiety
"panic,irritability",Anxiety
"sensitive to sound,literal,routine",Autism
"doubt,checking,intrusive thoughts",OCD
"nervous,overthinking",Anxiety
"organizing,doubt,intrusive thoughts,ritual,checking",OCD
"nervous,sweating",Anxiety
"avoidance,panic,overthinking",Anxiety
"organizing,cleaning,doubt",OCD
"checking,intrusive thoughts",OCD
"literal,delayed speech,social skills",Autism
"delayed speech,no facial expression,sensitive to sound",Autism
"fear,sweating,restless",Anxiety
"panic,irritability",Anxiety
"repetitive behavior,social skills",Autism
"sensitive to sound,focus on details,repetitive behavior,social skills",Autism
"perfectionism,checking",OCD
"delayed speech,routine,eye contact",Autism
"panic,irritability,fear,trembling,restless",Anxiety
"monotone,no facial expression",Autism
"irritability,worry,panic",Anxiety
"doubt,ritual,repetitive",OCD
"sweating,irritability,worry,overthinking",Anxiety
"no facial expression,sensitive to sound",Autism
"repetitive,doubt",OCD
"compulsion,ritual,intrusive thoughts,counting,checking",OCD
"worry,overthinking",Anxiety
"no facial expression,repetitive behavior",Autism
"focus on details,social skills,delayed speech",Autism
"repetitive,checking,counting,perfectionism,doubt",OCD
"ritual,intrusive thoughts",OCD
"counting,cleaning,checking,intrusive thoughts,perfectionism",OCD
"fear,avoidance,worry,panic",Anxiety
"monotone,no facial expression,eye contact",Autism
"panic,sweating,fear,avoidance",Anxiety
"intrusive thoughts,compulsion,ritual,repetitive,cleaning",OCD
"cleaning,doubt,perfectionism,counting,organizing",OCD
"repetitive behavior,no facial expression,focus on details,sensitive to sound,monotone",Autism
"overthinking,panic,irritability",Anxiety
"overthinking,sweating,irritability,worry,restless",Anxiety
"repetitive behavior,social skills,focus on details",Autism
"repetitive behavior,focus on details,monotone",Autism
"worry,avoidance,sweating",Anxiety
"checking,doubt",OCD
"organizing,perfectionism,checking,ritual,doubt",OCD
"social skills,literal",Autism
"monotone,routine,delayed speech,focus on details",Autism
"counting,compulsion",OCD
"avoidance,trembling,nervous,worry,sweating",Anxiety
"compulsion,perfectionism",OCD
"compulsion,intrusive thoughts,counting",OCD
"monotone,delayed speech,repetitive behavior,routine",Autism
"intrusive thoughts,compulsion,organizing,doubt,cleaning",OCD
"eye contact,social skills,literal,focus on details,repetitive behavior",Autism
"organizing,perfectionism,counting",OCD
"irritability,panic,sweating,fear,trembling",Anxiety
"no facial expression,focus on details,eye contact",Autism
"counting,ritual,perfectionism,repetitive",OCD
"repetitive behavior,monotone",Autism
"overthinking,restless,panic,avoidance",Anxiety
"compulsion,perfectionism",OCD
"social skills,routine,repetitive behavior",Autism
"counting,compulsion,cleaning",OCD
"routine,social skills,no facial expression",Autism
"sensitive to sound,routine,social skills,eye contact",Autism
"trembling,irritability",Anxiety
"restless,avoidance,panic,trembling",Anxiety
"literal,eye contact,no facial expression",Autism
"repetitive,compulsion,doubt",OCD
"eye contact,sensitive to sound,repetitive behavior,focus on details",Autism
"monotone,eye contact,focus on details,delayed speech",Autism
"sensitive to sound,focus on details,repetitive behavior,routine,no facial expression",Autism
"overthinking,worry,irritability,avoidance,fear",Anxiety
"restless,panic,fear,avoidance,overthinking",Anxiety
"panic,fear,trembling,overthinking",Anxiety
"social skills,focus on details,repetitive behavior",Autism
"monotone,social skills,focus on details",Autism
"ritual,repetitive,perfectionism",OCD
"nervous,worry,overthinking",Anxiety
"perfectionism,checking",OCD
"cleaning,counting,ritual",OCD
"restless,nervous,overthinking,panic,sweating",Anxiety
"doubt,checking",OCD
"literal,delayed speech",Autism
"focus on details,routine,no facial expression",Autism
"restless,trembling,nervous,sweating",Anxiety
"counting,perfectionism,compulsion,cleaning,intrusive thoughts",OCD
"delayed speech,no facial expression,repetitive behavior",Autism
"ritual,repetitive,doubt,organizing,cleaning",OCD
"cleaning,checking",OCD
"sweating,overthinking,worry",Anxiety
"fear,irritability",Anxiety
"doubt,checking,cleaning,repetitive,counting",OCD
"nervous,sweating,irritability,worry",Anxiety
"irritability,overthinking,sweating,worry,trembling",Anxiety
"trembling,avoidance,nervous",Anxiety
"trembling,avoidance,worry,sweating,nervous",Anxiety
"monotone,routine,delayed speech",Autism
"intrusive thoughts,doubt,checking,ritual",OCD
"trembling,sweating,avoidance,nervous",Anxiety
"focus on details,no facial expression",Autism
"delayed speech,social skills,sensitive to sound,literal,focus on details",Autism
"repetitive behavior,social skills,monotone,focus on details,no facial expression",Autism
"sensitive to sound,focus on details,social skills,eye contact,repetitive behavior",Autism
"literal,no facial expression,focus on details,social skills",Autism
"organizing,counting,perfectionism,cleaning",OCD
"checking,ritual,counting",OCD
"doubt,ritual,intrusive thoughts,compulsion",OCD
"overthinking,avoidance",Anxiety
"worry,fear,trembling,irritability,nervous",Anxiety
"literal,focus on details,sensitive to sound,routine,monotone",Autism
"monotone,no facial expression",Autism
"repetitive behavior,eye contact",Autism
"nervous,overthinking,panic,irritability,restless",Anxiety
"sensitive to sound,no facial expression,social skills",Autism
"cleaning,repetitive,perfectionism,doubt,intrusive thoughts",OCD
"organizing,compulsion,repetitive",OCD
"no facial expression,eye contact",Autism
"repetitive behavior,sensitive to sound,routine,no facial expression,delayed speech",Autism
"focus on details,routine,repetitive behavior,sensitive to sound",Autism
"doubt,compulsion,cleaning,intrusive thoughts",OCD
"fear,nervous",Anxiety
"cleaning,repetitive,checking,perfectionism,ritual",OCD
"perfectionism,counting",OCD
"organizing,doubt,ritual",OCD
"restless,nervous,trembling,irritability",Anxiety
"eye contact,delayed speech,routine,no facial expression,literal",Autism
"eye contact,no facial expression,delayed speech,routine,literal",Autism
"routine,sensitive to sound",Autism
"focus on details,eye contact,literal,social skills,repetitive behavior",Autism
"sweating,irritability,restless,nervous,fear",Anxiety
"organizing,repetitive,intrusive thoughts,perfectionism",OCD
"counting,checking,perfectionism,organizing",OCD
"sensitive to sound,focus on details",Autism
"sensitive to sound,social skills,routine,literal",Autism
"no facial expression,social skills",Autism
"worry,panic,nervous,irritability,trembling",Anxiety
"organizing,repetitive,counting",OCD
"cleaning,organizing",OCD
"sensitive to sound,monotone,routine,repetitive behavior",Autism
"monotone,literal,routine,focus on details",Autism
"repetitive,ritual,checking,organizing,counting",OCD
"sweating,avoidance,overthinking",Anxiety
"trembling,panic,worry,restless",Anxiety
"intrusive thoughts,cleaning,perfectionism,doubt",OCD
"focus on details,no facial expression,eye contact,delayed speech",Autism
"cleaning,compulsion,intrusive thoughts,repetitive,doubt",OCD
"eye contact,literal",Autism
"avoidance,worry,sweating,restless,nervous",Anxiety
"counting,cleaning,repetitive",OCD
"repetitive,perfectionism,intrusive thoughts,cleaning",OCD
"trembling,avoidance,nervous,overthinking,worry",Anxiety
"restless,nervous",Anxiety
"repetitive behavior,eye contact",Autism
"literal,no facial expression,routine",Autism
"monotone,literal,delayed speech",Autism
"compulsion,doubt",OCD
"repetitive,doubt,ritual",OCD
"focus on details,no facial expression",Autism
"fear,nervous,trembling,restless,panic",Anxiety
"overthinking,worry,panic,trembling",Anxiety
"nervous,trembling",Anxiety
"no facial expression,delayed speech,focus on details,repetitive behavior,literal",Autism
"social skills,monotone,delayed speech,repetitive behavior",Autism
"trembling,fear,panic,irritability,overthinking",Anxiety
"worry,sweating,panic",Anxiety
"eye contact,sensitive to sound,monotone,focus on details",Autism
"sensitive to sound,focus on details,eye contact,routine",Autism
"nervous,fear,trembling",Anxiety
"eye contact,literal,social skills,routine",Autism
"worry,overthinking,restless,sweating,avoidance",Anxiety
"repetitive,intrusive thoughts,doubt,compulsion,cleaning",OCD
"panic,sweating,worry,fear",Anxiety
"sweating,overthinking,panic",Anxiety
"intrusive thoughts,ritual,repetitive,doubt,counting",OCD
"literal,delayed speech",Autism
"overthinking,avoidance,sweating,worry",Anxiety
"literal,repetitive behavior,sensitive to sound,no facial expression",Autism
"counting,repetitive",OCD
"panic,sweating,avoidance,worry",Anxiety
"irritability,overthinking,nervous,avoidance,restless",Anxiety
"organizing,doubt,compulsion",OCD
"social skills,routine,sensitive to sound,literal,eye contact",Autism
"counting,perfectionism",OCD
"delayed speech,no facial expression,monotone,repetitive behavior,routine",Autism
"perfectionism,checking,repetitive,counting",OCD
"focus on details,literal,repetitive behavior",Autism
"checking,repetitive",OCD
"monotone,focus on details,delayed speech",Autism
"ritual,cleaning,checking,repetitive,organizing",OCD
"doubt,organizing,perfectionism,cleaning,compulsion",OCD
"panic,overthinking,worry",Anxiety
"compulsion,cleaning,counting",OCD
"cleaning,doubt,checking",OCD
"irritability,avoidance,panic",Anxiety
"literal,monotone,sensitive to sound,routine",Autism
"trembling,sweating",Anxiety
"worry,restless,sweating,overthinking,trembling",Anxiety
"ritual,counting",OCD
"trembling,irritability,restless",Anxiety
"literal,sensitive to sound",Autism
"organizing,repetitive,ritual",OCD
"trembling,restless",Anxiety
"delayed speech,eye contact,monotone",Autism
"cleaning,intrusive thoughts,organizing",OCD
"monotone,sensitive to sound,delayed speech,no facial expression",Autism
"repetitive,checking,perfectionism,intrusive thoughts,cleaning",OCD
"fear,restless",Anxiety
"avoidance,fear,panic",Anxiety
"delayed speech,no facial expression,monotone,sensitive to sound,social skills",Autism
"overthinking,panic,nervous",Anxiety
"sweating,worry,panic",Anxiety
"panic,overthinking,trembling,worry,sweating",Anxiety
"social skills,literal",Autism
"trembling,sweating",Anxiety
"organizing,doubt,repetitive",OCD
"perfectionism,counting,repetitive,doubt",OCD
"literal,no facial expression,eye contact,delayed speech,social skills",Autism
"compulsion,checking",OCD
"eye contact,social skills,routine,focus on details,sensitive to sound",Autism
"nervous,sweating",Anxiety
"monotone,repetitive behavior,focus on details,literal",Autism
"routine,sensitive to sound",Autism
"fear,irritability,trembling,nervous",Anxiety
"intrusive thoughts,doubt,counting,compulsion",OCD
"literal,routine",Autism
"fear,irritability",Anxiety
"organizing,repetitive,doubt",OCD
"perfectionism,organizing,repetitive,ritual,checking",OCD
"monotone,repetitive behavior,literal,routine,eye contact",Autism
"repetitive,compulsion,checking",OCD
"worry,restless,irritability",Anxiety
"counting,checking,repetitive",OCD
"doubt,counting,intrusive thoughts,organizing,compulsion",OCD
"focus on details,no facial expression,sensitive to sound,literal,repetitive behavior",Autism
"focus on details,no facial expression,sensitive to sound,monotone",Autism
"doubt,cleaning,counting",OCD
"avoidance,panic",Anxiety
"sweating,panic,avoidance,worry,trembling",Anxiety
"compulsion,intrusive thoughts,repetitive",OCD
"trembling,panic,irritability",Anxiety
"avoidance,irritability",Anxiety
"no facial expression,sensitive to sound,repetitive behavior,literal",Autism
"restless,nervous,sweating,trembling,worry",Anxiety
"ritual,intrusive thoughts,cleaning,compulsion",OCD
"routine,sensitive to sound,social skills,repetitive behavior",Autism
"ritual,doubt,organizing",OCD
"worry,sweating,overthinking",Anxiety
"organizing,checking,doubt,repetitive,perfectionism",OCD
"repetitive,compulsion,checking,perfectionism",OCD
"repetitive,ritual,organizing,doubt,cleaning",OCD
"no facial expression,eye contact,repetitive behavior,focus on details",Autism
"delayed speech,repetitive behavior,sensitive to sound,eye contact,routine",Autism
"delayed speech,sensitive to sound,social skills,focus on details,no facial expression",Autism
"literal,eye contact",Autism
"overthinking,nervous,avoidance",Anxiety
"overthinking,worry,fear",Anxiety
"compulsion,perfectionism,counting,intrusive thoughts",OCD
"avoidance,restless,overthinking,nervous,fear",Anxiety
"repetitive behavior,delayed speech,focus on details",Autism
"counting,organizing,doubt,compulsion,intrusive thoughts",OCD
"sensitive to sound,routine,delayed speech,repetitive behavior,no facial expression",Autism
"trembling,overthinking,restless",Anxiety
"checking,cleaning,ritual,organizing,compulsion",OCD
"routine,monotone,literal,social skills,eye contact",Autism
"routine,repetitive behavior,no facial expression",Autism
"delayed speech,routine,social skills,eye contact",Autism
"intrusive thoughts,doubt,compulsion,repetitive",OCD
